rank	Youtuber	Channel_contents	Primary_Language	subscribers	video views	category	Title	uploads	Country	Abbreviation	channel_type	video_views_rank	country_rank	channel_type_rank	video_views_for_the_last_30_days	lowest_monthly_earnings	highest_monthly_earnings	lowest_yearly_earnings	highest_yearly_earnings	subscribers_for_last_30_days	created_year	created_month	created_date	Gross tertiary education enrollment (%)	Population	Unemployment rate	Urban_population	Latitude	Longitude
784	T-Series Regional	Subsidiary of T-Series providing regional music and film content from different parts of India.	Multiple Indian languages	13900000	5217553897	Entertainment	T-Series Regional	15075	India	IN	Music	1275	111	136	33484000	8400	133900	100500	1600000	0	2011	Feb	14	281	1366417754	536	471031528	20593684	7896288
785	ADEL et SAMI	French channel featuring pranks, challenges, and vlogs by two brothers.	French	13900000	5465532801	Entertainment	ADEL et SAMI	503	United States	US	Entertainment	1200	161	157	26883000	6700	107500	80600	1300000	0	2018	Mar	12	882	328239523	147	270663028	3709024	-95712891
786	Jamuna TV	Bangladeshi news channel providing national news, updates, and documentaries.	Bengali	13900000	12129583055	News & Politics	jamuna tv24	6	Bangladesh	BD	Entertainment	4056658	3776	6756	1	0	0	0	5	0	2021	Feb	10	206	167310838	419	60987417	23684994	90356331
787	Atlantic Records	Official channel of the American record label featuring music videos and artist content.	English	13900000	12513842343	Music	Atlantic Records	1660	United States	US	Music	307	161	137	97284000	24300	389100	291900	4700000	0	2006	Dec	15	882	328239523	147	270663028	3709024	-95712891
788	Veritasium	Educational channel that explores science, education, and other interesting factual content.	English	13900000	2165885634	Education	Veritasium	369	United States	US	Education	4466	161	38	44149000	11000	176600	132400	2100000	0	2010	Jul	21	882	328239523	147	270663028	3709024	-95712891
789	Alexa Rivera	Social media influencer known for her challenge videos, pranks, and vlogs.	English	13900000	3193226072	Howto & Style	Alexa Rivera	288	United States	US	Howto	2613		157	142760000	35700	571000	428300	6900000	0	2010	Aug	21	882	328239523	147	270663028	3709024	-95712891
790	Airrack	YouTube creator known for his challenge videos, pranks, and high-energy content.	English	13800000	2224911030	Entertainment	Airrack	173	United States	US	Entertainment	4285	161	157	99654000	24900	398600	299000	4800000	0	2015	Jan	3	882	328239523	147	270663028	3709024	-95712891
791	Hacksmith Industries	Channel known for engineering challenges and building real-world versions of movie gadgets.	English	13800000	1820559912	Science & Technology	Hacksmith Industries	887	Canada	CA	Tech	5524	10	14	83943000	21000	335800	251800	4000000	0	2006	Apr	20	689	36991981	556	30628482	56130366	-106346771
792	JD Pantoja	Mexican musician and social media star producing music videos and personal vlogs.	Spanish	13800000	1493776391	People & Blogs	JD Pantoja	16	Mexico	MX	Music	7134		138	13533000	3400	54100	40600	649600	0	2017	Jun	5	402	126014024	342	102626859	23634501	-102552784
793	Atro	"Gaming channel focused on ""Minecraft"" content, including tutorials and gameplay."	English	13800000	2480957682	Gaming	Atro	1952	Netherlands	NL	Games	3690	4	58	55122000	13800	220500	165400	2600000	0	2017	Jul	2	85	17332850	32	15924729	52132633	5291266
794	123 GO! Spanish	Spanish version of the popular DIY and life hacks channel, offering creative and fun ideas.	Spanish	13800000	5019136690	People & Blogs	123 GO! Spanish	520	Mexico	MX	Howto	1361	30	28	26519000	6600	106100	79600	1300000	0	2019	Mar	13	402	126014024	342	102626859	23634501	-102552784
795	Geo News	Leading news channel in Pakistan offering news updates, political news, and current affairs.	Urdu	13800000	5727888539	News & Politics	Geo News	190093	Pakistan	PK	News	1127	6	21	100053000	25000	400200	300200	4800000	0	2007	Jan	10	90	216565318	445	79927762	30375321	69345116
796	Kids TV India Hindi Nursery Rhymes	Channel producing animated nursery rhymes and children's songs in Hindi.	Hindi	13800000	6646953396	Shows	Kids TV India Hindi Nursery Rhymes	1505	India	IN	Education	898	112	38	78651000	19700	314600	236000	3800000	0	2014	Nov	17	281	1366417754	536	471031528	20593684	7896288
797	Think Music India	Tamil music channel featuring film soundtracks, singles, and music videos.	Tamil	13800000	11039343563	Music	Think Music India	4978	India	IN	Music	374	112	137	217106000	54300	868400	651300	10400000	0	2009	Aug	15	281	1366417754	536	471031528	20593684	7896288
798	O Que Nii	Brazilian channel featuring entertainment content, pranks, and challenges.	Portuguese	13700000	1967930734	Comedy	O Que Nii	696	Brazil	BR	Entertainment	5035	47	159	87804000	22000	351200	263400	4200000	0	2015	Feb	6	513	212559417	1208	183241641	-14235004	-5192528
799	Goldmines Premiere	Channel known for premiering new and popular Indian films and series.	Hindi	13700000	1973638757	Entertainment	Goldmines Premiere	975	India	IN	Film	5047	113	41	37648000	9400	150600	112900	1800000	0	2013	Oct	12	281	1366417754	536	471031528	20593684	7896288
800	MAIKI021	Brazilian gaming YouTuber known for his humorous and engaging gaming videos.	Portuguese	13700000	1950178163	Entertainment	MAIKI021	3298	Brazil	BR	Entertainment	5135	47	159	7438000	1900	29800	22300	357000	0	2008	Jan	22	513	212559417	1208	183241641	-14235004	-5192528
801	The Vishal bhatt	Indian lifestyle and fitness influencer sharing tips, vlogs, and personal experiences.	Hindi	13700000	9596430464	Comedy	The Vishal bhatt	1040	India	IN	Comedy	487	113	36	379240000	94800	1500000	1100000	18200000	0	2021	Aug	15	281	1366417754	536	471031528	20593684	7896288
802	NishaMadhulika	Popular Indian chef sharing vegetarian cooking recipes and kitchen tips.	Hindi	13700000	2939201386	Howto & Style	NishaMadhulika	2158	India	IN	Howto	2972	113	29	22235000	5600	88900	66700	1100000	0	2009	Aug	2	281	1366417754	536	471031528	20593684	7896288
803	MyMissAnand	Young Indian YouTuber creating comedic sketches and challenge videos.	Hindi	13700000	4963275018	People & Blogs	MyMissAnand	340	India	IN	Entertainment	1387	113	159	27882000	7000	111500	83600	1300000	0	2014	Jul	22	281	1366417754	536	471031528	20593684	7896288
804	FAPTV	Vietnamese entertainment channel known for its original series and comedic sketches.	Vietnamese	13700000	5457203710	Comedy	FAPTV	863	Vietnam	VN	Comedy	1205	3	36	35124000	8800	140500	105400	1700000	0	2014	Feb	26	285	96462106	201	35332140	14058324	108277199
805	Wesley Safadii	Brazilian content creator producing a variety of entertainment videos.	Portuguese	13700000	8134379376	Music	Wesley Safadii	438	Brazil	BR	Music	631	47	139	64059000	16000	256200	192200	3100000	0	2009	Jun	21	513	212559417	1208	183241641	-14235004	-5192528
806	infobells	Produces animated educational content for children in various Indian languages.	Multiple Indian languages	13700000	5178142148	Education	infobells	495	India	IN	Education	1289	113	39	23893000	6000	95600	71700	1100000	0	2011	Oct	20	281	1366417754	536	471031528	20593684	7896288
807	Desi Gamers	"Gaming channel with a focus on ""Free Fire"" gameplay videos and gaming tips."	Hindi	13700000	2135195239	Gaming	Desi gamers	1	India	IN	Tech	4057849		4183	5	0	2	2	24	0	2020	Apr	14	281	1366417754	536	471031528	20593684	7896288
808	Acenix	"Spanish gaming YouTuber known for his ""Minecraft"" survival series and other gaming content."	Spanish	13600000	2122062016	Gaming	Acenix	368	Spain	ES	Games	4572	16	60	47436000	11900	189700	142300	2300000	0	2014	Jan	2	889	47076781	1396	37927409	40463667	-374922
809	Zeinab Harake	Filipino vlogger known for her personal vlogs, challenges, and family content.	Tagalog	13600000	896891351	People	Zeinab Harake	273	Philippines	PH	People	13437	9	51	12088000	3000	48400	36300	580200	0	2017	Oct	19	355	108116615	215	50975903	12879721	121774017
810	DALLMYD	YouTuber known for river diving and treasure hunting videos, exploring underwater secrets.	English	13600000	1948925559	Sports	DALLMYD	412	United States	US	Sports	5133	164	11	30677000	7700	122700	92000	1500000	0	2011	Feb	1	882	328239523	147	270663028	3709024	-95712891
811	Lindsey Stirling	Violinist and dancer known for her cinematic music videos and eclectic musical style.	English	13600000	3764608356	Music	Lindsey Stirling	199	United States	US	Music	2084	163	139	15277000	3800	61100	45800	733300	0	2007	May	20	882	328239523	147	270663028	3709024	-95712891
812	JOJO TV - Hindi Stories	Indian channel producing animated stories and educational content for children.	Hindi	13600000	5141201173	Education	JOJO TV - Hindi Stories	1097	India	IN	Film	1303	114	42	10764000	2700	43100	32300	516700	0	2016	Dec	25	281	1366417754	536	471031528	20593684	7896288
813	BBC	Official channel of the British Broadcasting Corporation offering news, documentaries, and more.	English	13600000	9685060624	Pets & Animals	BBC	16047	United Kingdom	GB	Entertainment	474	29	160	44414000	11100	177700	133200	2100000	0	2005	Nov	12	600	66834405	385	55908316	55378051	-3435973
814	Saturday Night Live	Official channel of the SNL television show featuring clips from the latest episodes and classics.	English	13600000	14717282742	Entertainment	Saturday Night Live	8335	United States	US	Comedy	232	164	37	56626000	14200	226500	169900	2700000	0	2013	Jul	23	882	328239523	147	270663028	3709024	-95712891
815	BUDI01 GAMING	"Indonesian gaming YouTuber known for his ""Minecraft"" and other gaming content."	Indonesian	13500000	1181292450	Gaming	BUDI01 GAMING	319	Indonesia	ID	Games	9540	29	61	13436000	3400	53700	40300	644900	0	2019	Jul	19	363	270203917	469	151509724	-789275	113921327
816	Typical Gamer	"Gamer known for live streaming ""Fortnite"" and other popular video games."	English	13500000	4301581610	Gaming	Typical Gamer	4312	Canada	CA	Games	1716	11	61	32557000	8100	130200	97700	1600000	0	2008	Aug	24	689	36991981	556	30628482	56130366	-106346771
817	Anaysa	Indian beauty and lifestyle channel featuring DIY, fashion, and makeup tutorials.	Hindi	13500000	3445794123	Howto & Style	Anaysa	591	India	IN	Howto	2364	115	30	29706000	7400	118800	89100	1400000	0	2012	Mar	10	281	1366417754	536	471031528	20593684	7896288
818	JULIA GISELLA	Focuses on creating art and drawings, often featuring celebrity portraits and fan art.	English	13500000	5380132790	Entertainment	Julia Gisella	19	United Kingdom	GB	Music	3767960	2492	3189	1615	4	6	5	78	0	2015	Mar	24	600	66834405	385	55908316	55378051	-3435973
819	Awakening Music	Record label producing music videos for spiritual and inspirational music from Muslim artists.	Arabic	13500000	5545936485	Music	Awakening Music	814	United Kingdom	GB	Music	1183	30	140	35309000	8800	141200	105900	1700000	0	2006	Dec	25	600	66834405	385	55908316	55378051	-3435973
820	Lady Diana	Channel featuring toy unboxing and reviews, primarily targeting young children and families.	English	13500000	8265920659	Entertainment	Lady Diana	1403	Ukraine	UA	People	620	4	52	75162000	18800	300600	225500	3600000	0	2016	Mar	21	827	44385155	888	30835699	48379433	3116558
821	Sanjoy Das Official	Indian musician producing music tutorials, lessons, and performances on various instruments.	Hindi	13500000	3912334359	Entertainment	Sanjoy Das Official	1793	India	IN	Games	1954	114	60	179232000	44800	716900	537700	8600000	0	2015	Apr	29	281	1366417754	536	471031528	20593684	7896288
822	Woody & Kleiny	British duo known for their pranks, challenges, and comedic sketches.	English	13500000	11717217293	Comedy	Woody & Kleiny	975	United Kingdom	GB	Entertainment	333	29	160	495561000	123900	2000000	1500000	23800000	0	2013	Mar	30	600	66834405	385	55908316	55378051	-3435973
823	Vijay Kumar Viner Vlogs	Indian vlogger sharing his daily life, travel vlogs, and personal experiences.	Hindi	13500000	7958771872	Entertainment	Vijay Kumar Viner Vlogs	1357	India	IN	Entertainment	663	116	162	109813000	27500	439300	329400	5300000	0	2019	Mar	22	281	1366417754	536	471031528	20593684	7896288
824	Conor Maynard	British singer and songwriter known for his music covers and original songs.	English	13500000	2750993392	Music	Conor Maynard	321	United States	US	Music	3257	165	140	10787000	2700	43100	32400	517800	0	2006	May	19	882	328239523	147	270663028	3709024	-95712891
825	Wengie	Australian-Chinese creator known for DIYs, life hacks, and music videos.	English	13500000	1900272833	Howto & Style	Wengie	462	United States	US	Howto	5297	165	30	1335000	334	5300	4000	64100	0	2010	Sep	9	882	328239523	147	270663028	3709024	-95712891
826	Vlad y Niki Show	Spanish-language version of the popular children?s channel featuring two brothers' adventures.	Spanish	13400000	4622628957	Entertainment	Vlad y Niki Show	477	United States	US	Entertainment	1537	166	162	92228000	23100	368900	276700	4400000	0	2018	Nov	8	882	328239523	147	270663028	3709024	-95712891
827	Codiscos	Colombian music label featuring salsa, tropical, and folk music videos and albums.	Spanish	13400000	11789678655	Music	Codiscos	7356	Colombia	CO	Music	330	9	140	228902000	57200	915600	686700	11000000	0	2007	Feb	8	553	50339443	971	40827302	4570868	-74297333
828	The World Adventures	Travel vlogging channel exploring global destinations, culture, and adventures.	English	13400000	2139769210	People & Blogs	The World Adventures	1028	India	IN	People	4540	116	53	1043000	261	4200	3100	50100	0	2016	Sep	9	281	1366417754	536	471031528	20593684	7896288
829	Vibhu 96	Indian YouTuber producing comedy sketches and humorous video content.	Hindi	13400000	20563378	Education	Vibhu 96	256	India	IN	Education	342460	114	40	20264000	5100	81100	60800	972700	0	2022	Jun	5	281	1366417754	536	471031528	20593684	7896288
830	Blockbuster Movies	Channel dedicated to streaming full-length movies and blockbuster hits.	English	13400000	2650061211	Entertainment	Blockbuster Movies	0	India	IN		4057944	5589			0	0	0	0	0	2017	Jul	4	281	1366417754	536	471031528	20593684	7896288
831	ATHLEAN	Fitness channel providing professional workouts and training tips by physical therapist Jeff Cavaliere.	English	13400000	2319515787	Howto & Style	ATHLEAN	1349	United States	US	Howto	4039	166	31	14498000	3600	58000	43500	695900	0	2006	Dec	16	882	328239523	147	270663028	3709024	-95712891
832	My Mate Nate	American expat in Thailand making vlogs, challenges, and pranks, often involving local culture.	English	13400000	3363634923	Comedy	My Mate Nate	1195	Thailand	TH	Entertainment	2436	15	162	41672000	10400	166700	125000	2000000	0	2014	Dec	8	493	69625582	75	35294600	15870032	100992541
833	H2ODelirious	Gamer known for his humorous gameplay commentaries and animated gaming persona.	English	13400000	4356686216	Gaming	H2ODelirious	3727	United States	US	Games	1683	166	62	16785000	4200	67100	50400	805700	0	2007	May	24	882	328239523	147	270663028	3709024	-95712891
834	GMA Integrated News	News channel of the GMA network in the Philippines, covering local and international news.	Tagalog	13400000	9569814790	News & Politics	GMA Integrated News	296272	Philippines	PH	News	486	10	22	115459000	28900	461800	346400	5500000	0	2007	Oct	29	355	108116615	215	50975903	12879721	121774017
835	Peet Montzingo	Creates comedic sketches and videos exploring life as a dwarf in a family of average height.	English	13400000	10022557589	People & Blogs	Peet Montzingo	319	United States	US	People	433	165	52	397715000	99400	1600000	1200000	19100000	0	2014	Jun	1	882	328239523	147	270663028	3709024	-95712891
836	The Q	Features DIY projects, life hacks, and creative experiments.	English	13400000	4306212515	People & Blogs	Tom Duggan	96	United States	US	Sports	3846885	7615	4466	3	0	1	1	14	0	2006	Jan	17	882	328239523	147	270663028	3709024	-95712891
837	Trakin Tech	Tech review channel providing reviews, unboxings, and technology news in Hindi.	Hindi	13300000	2262690743	Science & Technology	Trakin Tech	3640	India	IN	Tech	4152	116	16	43669000	10900	174700	131000	2100000	0	2011	Nov	2	281	1366417754	536	471031528	20593684	7896288
838	theRadBrad	"Popular gaming YouTuber known for his ""Let's Play"" videos and walkthroughs of video games."	English	13300000	6050102764	Gaming	theRadBrad	8195	United States	US	Games	1038	167	63	15694000	3900	62800	47100	753300	0	2006	Nov	27	882	328239523	147	270663028	3709024	-95712891
839	Matt Steffanina	Dancer and choreographer who posts dance tutorials, performances, and vlogs.	English	13300000	3299216601	Entertainment	Matt Steffanina	331	United States	US	Entertainment	14275	692	694	1929000	482	7700	5800	92600	0	2007	Nov	28	882	328239523	147	270663028	3709024	-95712891
840	Stray Kids	South Korean boy band's official channel featuring music videos and behind-the-scenes footage.	Korean	13300000	3364230487	People & Blogs	straykids	3	South Korea	KR	Comedy	4057875		4896	2	0	1	1	1	0	2007	Mar	17	943	51709098	415	42106719	35907757	127766922
841	Kurt Hugo Schneider	Music producer and filmmaker known for producing music videos featuring covers and originals.	English	13300000	3733856870	Entertainment	Kurt Hugo Schneider	698	United States	US	Entertainment	2110	167	163	4233000	1100	16900	12700	203200	0	2007	Oct	16	882	328239523	147	270663028	3709024	-95712891
842	Vogue	Iconic fashion magazine's channel featuring celebrity videos, beauty tutorials, and more.	English	13300000	4177184071	Entertainment	Vogue	3166	United States	US	People	1789	167	54	45095000	11300	180400	135300	2200000	0	2008	Jun	29	882	328239523	147	270663028	3709024	-95712891
843	Kids Line	Provides a variety of children's educational content and nursery rhymes.	English	13300000	9088562002	People & Blogs	Kids Line	2742	United States	US	Education	524	166	41	161889000	40500	647600	485700	7800000	0	2011	Nov	26	882	328239523	147	270663028	3709024	-95712891
844	VexTrex	"Gaming channel focused on ""Minecraft"" content, including tutorials and gameplay."	English	13300000	7923901253	Entertainment	VexTrex	2411	Ukraine	UA	Entertainment	669	5	163	379346000	0	0	0	0	0	2014	Sep	8	827	44385155	888	30835699	48379433	3116558
845	penguinz0	Features a variety of content including commentary, reactions, and gaming.	English	13300000	7773543609	Gaming	penguinz0	4613	United States	US	Entertainment	689	166	162	188948000	47200	755800	566800	9100000	0	2007	May	7	882	328239523	147	270663028	3709024	-95712891
846	Just For Laughs Gags	Hidden camera prank show creating hilarious and unexpected public pranks.	English	13300000	7406628736	Comedy	Just For Laughs Gags	6916	United States	US	Comedy	764	167	38	17468000	4400	69900	52400	838500	0	2007	Jan	14	882	328239523	147	270663028	3709024	-95712891
847	Kabita's Kitchen	Indian food channel with recipes across various cuisines in simple steps.	Hindi	13300000	2831275503	Howto & Style	Kabita's Kitchen	1489	India	IN	Howto	3123	117	32	43118000	10800	172500	129400	2100000	0	2014	Oct	7	281	1366417754	536	471031528	20593684	7896288
848	BanderitaX	"Spanish YouTuber known for gaming content, particularly in ""Minecraft"" and ""Roblox."""	Spanish	13300000	4129249415	Gaming	BanderitaX	1640	Saudi Arabia	SA	Games	1818	7	63	70712000	17700	282800	212100	3400000	0	2013	Aug	20	680	34268528	593	28807838	23885942	45079162
849	AzzyLand	Canadian YouTuber known for her reaction videos, vlogs, and comedic content.	English	13300000	6412313570	Gaming	AzzyLand	1749	Canada	CA	Entertainment	949	12	163	5387000	1300	21500	16200	258600	0	2015	May	8	689	36991981	556	30628482	56130366	-106346771
850	HUBA	Features animated videos for children, focusing on whimsical adventures.	English	13200000	9884886099	Entertainment	HUBA	538	United States	US	Entertainment	454	167	163	319647000	79900	1300000	958900	15300000	0	2021	Feb	20	882	328239523	147	270663028	3709024	-95712891
851	BIBO RU	Russian children?s channel offering animated stories and educational videos.	Russian	13200000	1148422000	Entertainment	BIBO RU	192	Russia	RU	Entertainment	9855	13	163	8769000	2200	35100	26300	420900	0	2019	Jan	10	819	144373535	459	107683889	6152401	105318756
852	Brawl Stars	Official channel for the mobile game Brawl Stars, showcasing updates, tips, and animations.	English	13200000	2036408398	Gaming	Brawl Stars	172	Finland	FI	Games	4846	1	64	20369000	5100	81500	61100	977700	0	2017	Apr	28	882	5520314	659	4716888	6192411	25748151
853	Ei Nerd	Brazilian channel providing content about comics, movies, and games with a nerdy twist.	Portuguese	13200000	3568392223	Entertainment	Einerd	0	Brazil	BR	Games	4057944		7399		0	0	0	0	0	2007	Nov	19	513	212559417	1208	183241641	-14235004	-5192528
854	Sonotek Bhakti	Devotional music channel offering a collection of spiritual and religious songs.	Hindi	13200000	3789736218	Entertainment	Sonotek Bhakti	8019	India	IN	Music	2063	118	142	25321000	6300	101300	76000	1200000	0	2010	Dec	27	281	1366417754	536	471031528	20593684	7896288
855	Vilmei	Channel featuring animations and short stories for a children's audience.	English	13200000	4205664894	People	Vilmei	1324	Indonesia	ID	People	1786	30	55	264308000	66100	1100000	792900	12700000	0	2013	Sep	25	363	270203917	469	151509724	-789275	113921327
856	MC Divertida	Brazilian children's channel featuring music videos, educational content, and entertainment.	Portuguese	13200000	5224764969	Entertainment	MC Divertida	413	Brazil	BR	Entertainment	1269	49	164	64517000	16100	258100	193600	3100000	0	2018	Jan	17	513	212559417	1208	183241641	-14235004	-5192528
857	The Infographics Show	Educational channel creating animated videos to explain various topics in an engaging way.	English	13200000	5263540904	Education	The Infographics Show	4279	United States	US	Education	1252	168	42	51820000	13000	207300	155500	2500000	0	2011	Feb	26	882	328239523	147	270663028	3709024	-95712891
858	jbalvinVEVO	Official VEVO channel of Colombian reggaeton artist J Balvin, featuring music videos.	Spanish	13200000	20743586601	Music	jbalvinVEVO	237	Colombia	CO	Music	113	10	142	86270000	21600	345100	258800	4100000	0	2010	Sep	30	553	50339443	971	40827302	4570868	-74297333
859	TwinsFromRussia	Twins from Russia sharing their lifestyle, travels, and everyday adventures.	Russian	13200000	9378175604	People & Blogs	TwinsFromRussia	6888	United States	US	People	503	168	55	119389000	29800	477600	358200	5700000	0	2011	May	16	882	328239523	147	270663028	3709024	-95712891
860	Technology Gyan	Tech channel providing gadget reviews, tips, and technology advice in Hindi.	Hindi	13200000	1138262456	Science & Technology	Technology Gyan	1022	India	IN	Tech	9955	118	17	18518000	4600	74100	55600	888900	0	2015	Nov	17	281	1366417754	536	471031528	20593684	7896288
861	CookingShooking Hindi	Features recipes and cooking techniques from around India, hosted by Chef Yaman.	Hindi	13200000	1758603195	People & Blogs	CookingShooking Hindi	393	India	IN	Howto	5855	118	33	11490000	2900	46000	34500	551500	0	2017	Apr	4	281	1366417754	536	471031528	20593684	7896288
862	Ryan Trahan	American YouTuber known for his challenge videos, lifestyle vlogs, and entrepreneurial ventures.	English	13100000	2182651464	Entertainment	Ryan Trahan	33	United States	US	People	4051001	7683	7670	248	6	99	74	12	0	2022	Jun	27	882	328239523	147	270663028	3709024	-95712891
863	Alex Gonzaga Official	Filipino actress and singer sharing her personal life through vlogs and challenges.	Tagalog	13100000	1401914513	People & Blogs	Alex Gonzaga Official	287	Philippines	PH	People	7733	11	56	10848000	2700	43400	32500	520700	0	2017	Jul	18	355	108116615	215	50975903	12879721	121774017
864	WiederDude	"Specializes in ""Minecraft"" building tutorials and gaming content."	English	13100000	2733682792	Games	WiederDude	289	United States	US	Games	3275	169	65	56894000	14200	227600	170700	2700000	0	2016	Jun	12	882	328239523	147	270663028	3709024	-95712891
865	Ian Boggs	Focuses on comedic skits, vlogs, and lifestyle content.	English	13100000	9110348202	Entertainment	Ian Boggs	1327	United States	US	Entertainment	520		163	329312000	82300	1300000	987900	15800000	0	2010	Mar	25	882	328239523	147	270663028	3709024	-95712891
866	Lokdhun Punjabi	Channel dedicated to Punjabi music, movies, and cultural content.	Punjabi	13100000	4712624489	Music	Lokdhun Punjabi	1262	India	IN	Music	1484	119	143	34438000	8600	137800	103300	1700000	0	2010	Dec	27	281	1366417754	536	471031528	20593684	7896288
867	Knowledge Tv	Hindi educational channel covering a wide range of topics from science to history.	Hindi	13100000	1936582704	People & Blogs	Knowledge Tv	7	Sri Lanka	LK	People	4054334		7714	2	0	1	1	1	0	2019	Nov	24	230	21832143	47	4148000	78731	807718
868	Painzeiro	Brazilian YouTuber known for gaming and comedy content.	Portuguese	13100000	2555801802	People & Blogs	Painzeiro	1077	Brazil	BR	People	3545	50	56	43990000	11000	176000	132000	2100000	0	2015	Nov	6	513	212559417	1208	183241641	-14235004	-5192528
869	Peppa Pig em Portuguese	Official Peppa Pig channel offering episodes and compilations in Portuguese.	Portuguese	13100000	4214172991	Film & Animation	Peppa Pig em Portuguese	1365	Brazil	BR	Film	1770	49	43	27340000	6800	109400	82000	1300000	0	2014	May	6	513	212559417	1208	183241641	-14235004	-5192528
870	Ms Yeah	Chinese office lady known for her cooking videos using office equipment and supplies.	Chinese	13100000	4399833602	People & Blogs	Ms Yeah	435	United States	US	Howto	1650	169	34	60661000	15200	242600	182000	2900000	0	2017	Feb	15	882	328239523	147	270663028	3709024	-95712891
871	Hungria Hip Hop	Brazilian hip-hop artist known for his music videos and tracks.	Portuguese	13100000	4608751851	Music	Hungria Hip Hop	73	Brazil	BR	Music	1541	50	143	48223000	12100	192900	144700	2300000	0	2013	Apr	13	513	212559417	1208	183241641	-14235004	-5192528
872	RaptorGamer	Gamer known for his energetic commentary and gameplay of popular titles.	Spanish	13100000	2879263916	People & Blogs	RaptorGamer	1444	Ecuador	EC	Games	3044	2	65	62909000	15700	251600	188700	3000000	0	2016	Jul	16	449	17373662	397	11116711	-1831239	-78183406
873	RedeTV	Brazilian television network sharing clips from their shows, interviews, and news.	Portuguese	13100000	5333569294	Entertainment	RedeTV	36760	Brazil	BR	Entertainment	1240	50	165	17588000	4400	70400	52800	844200	0	2011	Oct	18	513	212559417	1208	183241641	-14235004	-5192528
874	twenty one pilots	Official channel of the American musical duo known for their music videos and behind-the-scenes content.	English	13100000	5264039679	Music	twenty one pilots	194	United States	US	Music	1255	169	143	50922000	12700	203700	152800	2400000	0	2009	Sep	5	882	328239523	147	270663028	3709024	-95712891
875	DJ Khaled	American DJ and music producer featuring music videos, celebrity collaborations, and lifestyle content.	English	13100000	6637820731	Music	DjKhaled	12	Samoa	WS	Music	3967392	81	5659	379	9	2	1	18	0	2006	May	27	76	202506	836	35588	-13759029	-172104629
876	Davie504	Bassist known for his musical challenges, performances, and humor related to bass playing.	English	13000000	2683297849	Entertainment	Davie504	838	Italy	IT	Entertainment	3340	2	166	29870000	7500	119500	89600	1400000	0	2011	May	18	619	60297396	989	42651966	4187194	1256738
877	Everson Zoio	Brazilian content creator known for his daring stunts, challenges, and pranks.	Portuguese	13000000	1024467771	Comedy	Everson Zoio	625	Brazil	BR	Entertainment	11340	51	166	3052000	763	12200	9200	146500	0	2009	Mar	26	513	212559417	1208	183241641	-14235004	-5192528
878	Calon Sarjana	Indonesian channel offering a mix of educational content and entertaining facts.	Indonesian	13000000	10664585	Entertainment	Calon Sarjana	29	Indonesia	ID	Entertainment	772571	31	166	2292000000	0	0	0	0	0	2016	Jan	20	363	270203917	469	151509724	-789275	113921327
879	Lofi Girl	Channel streaming continuous lofi hip-hop music ideal for studying or relaxing.	English	13000000	1698279553	Music	Lofi Girl	409	France	FR	Music	6059	3	143	30471000	7600	121900	91400	1500000	0	2015	Mar	18	656	67059887	843	54123364	46227638	2213749
880	Jomy Production	Produces animated learning videos and songs for children.	English	13000000	5057163256	Entertainment	SRK Edie soon	8	India	IN		3686280	5227		2	0	1	1	1	0	2021	Mar	18	281	1366417754	536	471031528	20593684	7896288
881	GH'S	Channel features a variety of content, predominantly known for gaming and entertainment reviews.	Hindi	13000000	8739174649	Gaming	GH'S	510	South Korea	KR	Games	553	15	65	1081000000	270300	4300000	3200000	51900000	0	2020	Jul	7	943	51709098	415	42106719	35907757	127766922
882	JesseAndMike	A comedy duo known for their humorous skits and slapstick comedy videos.	English	13000000	9999238237	Entertainment	JesseAndMike	716	United States	US	Entertainment	440	170	166	41109000	10300	164400	123300	2000000	0	2007	Apr	29	882	328239523	147	270663028	3709024	-95712891
883	Wolfoo Channel	Animated series for children featuring the adventures of Wolfoo and his friends.	English	13000000	301547793	People	Wolfoo Channel	22	Pakistan	PK	People	4035874	3926	7638	590	15	2	2	28	0	2021	Aug	11	90	216565318	445	79927762	30375321	69345116
884	Susy Mouriz	Channel primarily focused on beauty tips, makeup tutorials, and lifestyle vlogs.	Spanish	13000000	6270909026	Entertainment	Susy Mouriz	1299	Mexico	MX	Entertainment	969	31	165	368437000	92100	1500000	1100000	17700000	0	2017	Mar	18	402	126014024	342	102626859	23634501	-102552784
885	7 Minutoz	Brazilian channel known for creating rap battles and music videos based on anime and pop culture.	Portuguese	13000000	4349562794	Music	7 Minutoz	521	Brazil	BR	Music	1692	51	144	29526000	7400	118100	88600	1400000	0	2012	Jun	4	513	212559417	1208	183241641	-14235004	-5192528
886	The LaBrant Fam	Family vlog channel documenting the daily lives of the LaBrant family.	English	13000000	4637474071	Comedy	The LaBrant Fam	612	United States	US	People	1557	170	57	42412000	0	0	0	0	0	2012	Aug	24	882	328239523	147	270663028	3709024	-95712891
887	Pastor Antii	Religious content featuring sermons, prayers, and biblical teachings.	NA	12900000	2112274210	People & Blogs	Pastor Antii	4712	Brazil	BR	People	4602	52	58	31796000	7900	127200	95400	1500000	0	2013	Jan	19	513	212559417	1208	183241641	-14235004	-5192528
